id,filtered_words,features,label_index
R168,"['seem', 'add', 'student', 'tax.', 'magazine', 'challenge', 'safe', 'particularly', 'old.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[2588,2812,3536,3556,3614,4506,4529,4687,5935,6443,7642,8413,9462,9887],[4.137164559405029,4.830311739964974,4.270695952029551,2.849310271098391,0.6832166123573445,0.691153161953081,5.523458920524919,0.6871770135734415,4.607168188650764,4.019381523748645,4.607168188650764,3.914021008090819,0.691153161953081,4.137164559405029])",1.0
R077,"['occur', 'relate', 'ask', 'item.', 'ever', 'manager', 'forward', 'plan.', 'away', 'nothing', 'price', 'crime', 'star', 'crime.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[278,731,988,1652,1738,1770,1921,3507,3614,3737,4292,4506,4687,5170,5594,6219,7299,8411,9087,9462],[5.523458920524919,4.019381523748645,4.137164559405029,4.137164559405029,4.019381523748645,2.8154087194227095,4.42484663185681,4.270695952029551,0.6832166123573445,4.830311739964974,4.42484663185681,0.691153161953081,0.6871770135734415,4.019381523748645,4.019381523748645,3.0811118851557153,4.830311739964974,3.125563647726549,4.830311739964974,0.691153161953081])",1.0
F209,"['war', 'hold', 'commercial', 'authority', 'girl', 'season', 'soldier.', 'popular', 'real', 'page', 'citizen', 'remain.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[8,503,939,1029,1176,2358,2389,2604,2827,4377,5850,6148,6443,7281,7936,8338,8719,9691],[4.830311739964974,0.691153161953081,4.830311739964974,3.8187108282864943,4.270695952029551,4.137164559405029,4.137164559405029,4.607168188650764,4.607168188650764,2.60568818844064,0.691153161953081,4.137164559405029,4.019381523748645,0.6753425559264385,0.691153161953081,0.691153161953081,4.137164559405029,5.117993812416755])",0.0
R236,"['couple', 'able', 'price', 'price', 'modern.', 'color', 'bank', 'its.', 'information', 'way', 'customer.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[78,1738,1770,3496,3614,4506,4687,6219,6714,7015,7702,8190,8982,9391,9462,9832],[5.117993812416755,8.03876304749729,2.8154087194227095,4.42484663185681,0.6832166123573445,0.691153161953081,0.6871770135734415,3.0811118851557153,5.117993812416755,4.830311739964974,4.607168188650764,4.019381523748645,3.914021008090819,3.8187108282864943,0.691153161953081,4.270695952029551])",1.0
F186,"['town', 'agent', 'situation', 'personal.', 'natural', 'factor', 'fight', 'time', 'our.', 'religious', 'born', 'forget', 'stand', 'show', 'away.', 'understand', 'degree', 'movement', 'be.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,2526,3136,4019,4293,4404,4715,4988,5016,5294,5850,6487,6562,6830,6886,7146,7281,7936,8157,8338,9545,9561,9621,9943],[0.691153161953081,2.958509563063383,4.607168188650764,4.019381523748645,5.117993812416755,4.830311739964974,5.523458920524919,4.270695952029551,3.914021008090819,4.42484663185681,4.019381523748645,0.691153161953081,3.577548771469606,5.523458920524919,4.830311739964974,3.4440173788450834,4.137164559405029,0.6753425559264385,0.691153161953081,3.577548771469606,0.691153161953081,4.42484663185681,4.270695952029551,5.117993812416755,3.914021008090819])",0.0
R243,"['economy', 'affect', 'theory', 'agency', 'finish', 'animal.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[217,765,1468,1770,3614,4506,4687,6055,6219,6578,7721,9462],[4.270695952029551,4.019381523748645,4.137164559405029,2.8154087194227095,0.6832166123573445,0.691153161953081,0.6871770135734415,3.914021008090819,3.0811118851557153,4.830311739964974,4.019381523748645,0.691153161953081])",1.0
F094,"['form', 'bank', 'dream', 'article', 'two', 'fire.', 'various', 'main', 'smile', 'computer', 'rather', 'leave', 'mission.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[503,1637,1702,2066,2366,2713,2837,2913,4489,4728,5621,5850,5854,6647,7281,7936,8151,8338,8982,9876],[0.691153161953081,4.019381523748645,3.914021008090819,2.7508701982851385,4.137164559405029,4.019381523748645,4.137164559405029,3.577548771469606,5.117993812416755,3.7316994512968646,4.607168188650764,0.691153161953081,5.117993812416755,3.914021008090819,0.6753425559264385,0.691153161953081,4.270695952029551,0.691153161953081,3.914021008090819,2.7508701982851385])",0.0
R032,"['happy', 'choose', 'side.', 'human', 'religious', 'address', 'inside', 'forget.', 'simply', 'modern', 'oil', 'sit', 'bad.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[497,1642,2336,3614,3924,3935,4293,4454,4506,4687,5347,6035,6946,8303,9034,9066,9144,9462,9706],[5.523458920524919,3.914021008090819,4.019381523748645,0.6832166123573445,4.270695952029551,4.137164559405029,4.830311739964974,4.137164559405029,0.691153161953081,0.6871770135734415,4.607168188650764,3.4440173788450834,4.019381523748645,4.137164559405029,2.920769235080536,3.7316994512968646,2.7508701982851385,0.691153161953081,4.607168188650764])",1.0
R033,"['impact', 'culture', 'keep', 'heavy.', 'road', 'various', 'likely', 'thank', 'cover.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[309,1411,1687,1972,3614,4506,4687,5047,5725,6647,8645,8867,9462,9594],[3.914021008090819,5.117993812416755,3.8187108282864943,4.270695952029551,0.6832166123573445,0.691153161953081,0.6871770135734415,2.7200985396183848,4.607168188650764,3.914021008090819,3.7316994512968646,5.117993812416755,0.691153161953081,4.270695952029551])",1.0
R045,"['attorney', 'outside', 'along', 'happy', 'force', 'rather', 'seat', 'check.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[47,391,1020,2227,2837,2840,3614,4506,4687,4853,5347,8568,9394,9462],[4.137164559405029,4.607168188650764,2.5277266469709283,2.7200985396183848,4.137164559405029,4.270695952029551,0.6832166123573445,0.691153161953081,0.6871770135734415,4.019381523748645,4.607168188650764,3.8187108282864943,5.117993812416755,0.691153161953081])",1.0
R116,"['speech', 'traditional', 'high', 'run', 'throughout', 'four.', 'white', 'research', 'relationship', 'yet', 'point.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[266,454,502,2116,3614,4037,4260,4486,4506,4687,5047,5843,5948,7960,9432,9462],[4.270695952029551,3.5085558999826545,4.137164559405029,4.137164559405029,0.6832166123573445,3.7316994512968646,4.42484663185681,5.117993812416755,0.691153161953081,0.6871770135734415,2.7200985396183848,4.270695952029551,4.42484663185681,4.830311739964974,4.607168188650764,0.691153161953081])",1.0
F056,"['far', 'situation', 'beyond', 'sure', 'store', 'by.', 'court', 'candidate', 'professor.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[503,1804,1821,3136,3180,3486,4158,4358,4568,4921,5850,7184,7281,7936,8338,8900],[0.691153161953081,5.523458920524919,3.6516567436233283,4.019381523748645,5.117993812416755,2.849310271098391,3.914021008090819,4.607168188650764,4.270695952029551,2.849310271098391,0.691153161953081,4.137164559405029,0.6753425559264385,0.691153161953081,0.691153161953081,4.607168188650764])",0.0
R043,"['ball', 'fall.', 'media', 'area', 'policy', 'answer.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[1209,2086,3488,3614,4142,4506,4687,5649,6944,7492,9462],[3.4440173788450834,4.42484663185681,5.523458920524919,0.6832166123573445,3.6516567436233283,0.691153161953081,0.6871770135734415,3.7316994512968646,2.7508701982851385,4.607168188650764,0.691153161953081])",1.0
R145,"['certain', 'woman', 'movement', 'hold', 'tell', 'after.', 'certainly', 'drop', 'view', 'spring', 'later', 'information', 'home.', 'market', 'question', 'rise', 'assume.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[560,673,1644,1850,2039,2389,2657,2947,3614,4506,4563,4687,4816,5294,5861,7293,8190,8550,8577,9034,9144,9288,9462],[4.607168188650764,4.137164559405029,4.42484663185681,4.137164559405029,4.830311739964974,4.137164559405029,3.6516567436233283,3.6516567436233283,0.6832166123573445,0.691153161953081,4.270695952029551,0.6871770135734415,3.3262343431887,4.019381523748645,4.830311739964974,4.137164559405029,4.019381523748645,5.117993812416755,4.607168188650764,2.920769235080536,2.7508701982851385,4.42484663185681,0.691153161953081])",1.0
F200,"['culture', 'large', 'water', 'enter.', 'oil', 'treat', 'back.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,2110,2589,3892,5268,5850,6035,6747,7022,7281,7936,8338,8645,8750],[0.691153161953081,4.607168188650764,3.914021008090819,2.5530444549552183,5.523458920524919,0.691153161953081,3.4440173788450834,2.5530444549552183,4.137164559405029,0.6753425559264385,0.691153161953081,0.691153161953081,3.7316994512968646,3.7316994512968646])",0.0
F034,"['member', 'politics', 'serve', 'hand', 'bit', 'huge', 'thing.', 'deep', 'cell', 'network', 'grow', 'price', 'believe', 'blood.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[503,533,1725,1738,1762,1989,2198,2404,2735,3210,3423,3486,4349,4921,5850,5887,6790,7281,7936,8338,9152],[0.691153161953081,4.607168188650764,4.270695952029551,4.019381523748645,3.914021008090819,4.607168188650764,4.137164559405029,4.42484663185681,5.117993812416755,4.42484663185681,4.607168188650764,2.849310271098391,4.830311739964974,2.849310271098391,0.691153161953081,3.7316994512968646,3.8187108282864943,0.6753425559264385,0.691153161953081,0.691153161953081,3.914021008090819])",0.0
F149,"['simply', 'go', 'list', 'easy', 'maybe', 'investment', 'discuss.', 'necessary', 'relate', 'end', 'time', 'idea', 'heart.', 'concern', 'put', 'detail', 'teacher.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[453,503,691,760,988,1143,1562,1642,1968,3892,4818,5500,5850,5958,6451,6747,7281,7936,7979,8157,8338,8728,8731,8871],[4.42484663185681,0.691153161953081,4.830311739964974,3.8187108282864943,4.137164559405029,5.117993812416755,4.270695952029551,3.914021008090819,4.019381523748645,2.5530444549552183,4.607168188650764,5.117993812416755,0.691153161953081,4.42484663185681,3.8187108282864943,2.5530444549552183,0.6753425559264385,0.691153161953081,4.270695952029551,3.577548771469606,0.691153161953081,3.6516567436233283,5.117993812416755,4.270695952029551])",0.0
F051,"['form', 'rise', 'relate', 'cultural', 'prove', 'market.', 'success', 'like', 'public', 'simply', 'interesting', 'data', 'local.', 'law', 'institution.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,988,1642,1695,1770,3330,3634,3892,3979,4816,5214,5621,5850,6747,7180,7281,7936,8338,8353,9233,9325,9828],[0.691153161953081,4.137164559405029,3.914021008090819,4.42484663185681,2.8154087194227095,3.914021008090819,3.914021008090819,2.5530444549552183,4.137164559405029,3.3262343431887,4.137164559405029,4.607168188650764,0.691153161953081,2.5530444549552183,5.523458920524919,0.6753425559264385,0.691153161953081,0.691153161953081,4.019381523748645,3.8187108282864943,4.42484663185681,4.42484663185681])",0.0
F089,"['push', 'instead', 'low', 'tree.', 'gun', 'peace', 'development', 'wide', 'speak', 'local', 'mission', 'how.', 'source', 'shake', 'left', 'voice.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[217,228,503,1662,2180,2836,2871,2918,4527,4732,5850,5978,6021,6069,6697,7281,7721,7936,8313,8338,8411,9357,9676],[4.270695952029551,4.019381523748645,0.691153161953081,5.117993812416755,4.607168188650764,4.42484663185681,3.7316994512968646,3.0385522707369192,4.270695952029551,4.137164559405029,0.691153161953081,4.607168188650764,4.607168188650764,4.137164559405029,3.914021008090819,0.6753425559264385,4.019381523748645,0.691153161953081,3.6516567436233283,0.691153161953081,3.125563647726549,5.117993812416755,3.0385522707369192])",0.0
F135,"['morning', 'customer', 'listen', 'available', 'common', 'kitchen.', 'focus', 'appear', 'gun', 'prepare.', 'record', 'important', 'maybe', 'include', 'record', 'garden', 'i.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[429,503,564,1413,1951,1967,2475,2918,2953,3160,3386,3931,4347,4818,5850,5936,6332,7281,7936,8182,8313,8338,9676],[4.019381523748645,0.691153161953081,3.7316994512968646,4.270695952029551,5.117993812416755,4.42484663185681,4.42484663185681,3.0385522707369192,4.270695952029551,4.137164559405029,5.523458920524919,4.607168188650764,8.274329118810059,4.607168188650764,0.691153161953081,3.8187108282864943,5.117993812416755,0.6753425559264385,0.691153161953081,4.42484663185681,3.6516567436233283,0.691153161953081,3.0385522707369192])",0.0
F088,"['reach', 'laugh', 'example', 'administration.', 'national', 'let', 'require', 'occur', 'guy', 'time.', 'line', 'garden', 'view', 'first.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[94,503,1182,1921,2259,3684,3756,5276,5850,5936,7098,7281,7293,7910,7936,8267,8338,8386,8449,9606,9813],[4.137164559405029,0.691153161953081,4.137164559405029,4.42484663185681,2.7826188965997183,3.7316994512968646,4.607168188650764,4.830311739964974,0.691153161953081,3.8187108282864943,4.42484663185681,0.6753425559264385,4.137164559405029,4.019381523748645,0.691153161953081,4.42484663185681,0.691153161953081,4.137164559405029,4.830311739964974,4.607168188650764,2.997730276216664])",0.0
R010,"['type', 'including', 'manage', 'although', 'suggest', 'film', 'degree.', 'region', 'talk', 'upon', 'daughter', 'author', 'power.', 'service', 'word', 'despite', 'natural', 'tv.', 'recognize', 'bag', 'identify', 'follow', 'tough.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[415,1029,1301,2252,3519,3526,3556,3614,3967,4506,4687,4928,4988,5003,6735,7036,7334,7623,7779,7816,7883,8159,8171,8356,8925,9350,9367,9462],[4.270695952029551,3.8187108282864943,3.914021008090819,4.42484663185681,4.019381523748645,4.830311739964974,2.849310271098391,0.6832166123573445,3.914021008090819,0.691153161953081,0.6871770135734415,4.42484663185681,3.914021008090819,4.42484663185681,4.270695952029551,5.117993812416755,3.8187108282864943,4.42484663185681,3.914021008090819,4.607168188650764,4.270695952029551,3.577548771469606,3.914021008090819,5.117993812416755,4.830311739964974,4.137164559405029,4.137164559405029,0.691153161953081])",1.0
R211,"['involve', 'close', 'late', 'assume', 'story', 'two', 'fight', 'will.', 'air', 'worker', 'policy', 'public', 'action', 'soon', 'training', 'identify.', 'identify', 'national', 'option', 'bar.', 'determine', 'month', 'white.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[88,1041,1770,1811,2526,2664,2676,3079,3497,3614,3967,4142,4506,4687,4728,5741,6271,6633,6855,6877,6944,7488,7538,7734,7910,8656,9462,9613],[4.270695952029551,4.830311739964974,2.8154087194227095,5.117993812416755,4.607168188650764,3.914021008090819,3.6516567436233283,3.8187108282864943,4.137164559405029,0.6832166123573445,3.914021008090819,3.6516567436233283,0.691153161953081,0.6871770135734415,3.7316994512968646,3.8187108282864943,4.019381523748645,4.019381523748645,4.607168188650764,5.523458920524919,2.7508701982851385,5.117993812416755,4.42484663185681,4.607168188650764,4.019381523748645,4.830311739964974,0.691153161953081,3.7316994512968646])",1.0
F204,"['whole', 'help', 'body', 'receive', 'toward', 'employee.', 'cold', 'building', 'easy', 'truth', 'feeling', 'follow', 'fight.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[503,613,627,760,841,1256,2069,3194,3920,4617,4687,5850,5852,7281,7860,7936,8338,8408,9347,9367],[0.691153161953081,4.270695952029551,4.42484663185681,3.8187108282864943,3.5085558999826545,3.125563647726549,4.137164559405029,4.137164559405029,4.270695952029551,3.914021008090819,0.6871770135734415,0.691153161953081,4.137164559405029,0.6753425559264385,2.958509563063383,0.691153161953081,0.691153161953081,5.117993812416755,3.914021008090819,4.137164559405029])",0.0
F168,"['accept', 'three', 'change', 'player', 'coach.', 'hold', 'name', 'top', 'those.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[15,387,503,1256,1479,1657,2389,2657,5328,5850,5925,6604,7281,7860,7936,8338],[4.137164559405029,4.607168188650764,0.691153161953081,3.125563647726549,4.607168188650764,4.830311739964974,4.137164559405029,3.6516567436233283,3.2721671219184243,0.691153161953081,4.137164559405029,4.270695952029551,0.6753425559264385,2.958509563063383,0.691153161953081,0.691153161953081])",0.0
R011,"['ago', 'today', 'hard', 'box', 'protect', 'southern', 'last.', 'fast', 'age', 'kitchen', 'social.', 'trial', 'level', 'yeah', 'early', 'rest.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[756,1499,1770,1896,2989,3039,3249,3410,3614,3743,4092,4506,4687,4847,5125,6219,7235,7922,8791,9263,9462,9806],[4.270695952029551,4.137164559405029,2.8154087194227095,4.137164559405029,5.117993812416755,4.607168188650764,3.8187108282864943,3.7316994512968646,0.6832166123573445,4.270695952029551,4.270695952029551,0.691153161953081,0.6871770135734415,4.019381523748645,4.607168188650764,3.0811118851557153,4.019381523748645,4.019381523748645,3.8187108282864943,4.42484663185681,0.691153161953081,4.270695952029551])",1.0
R232,"['give', 'happen', 'sell', 'rest', 'recognize', 'once.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[821,2059,2708,3614,3783,4485,4506,4687,4704,8171,8692,9462],[2.849310271098391,2.6330871626287546,3.577548771469606,0.6832166123573445,4.42484663185681,4.137164559405029,0.691153161953081,0.6871770135734415,3.7316994512968646,3.914021008090819,4.830311739964974,0.691153161953081])",1.0
R042,"['television', 'body', 'watch', 'meet.', 'wonder', 'low', 'catch', 'trade', 'surface.', 'note', 'specific', 'recognize', 'entire', 'fly', 'court.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[419,481,841,1770,2059,2347,2708,3614,4506,4687,4723,5417,5944,6219,7949,8171,8411,8713,8824,9462,9909],[4.607168188650764,5.117993812416755,3.5085558999826545,2.8154087194227095,2.6330871626287546,5.117993812416755,3.577548771469606,0.6832166123573445,0.691153161953081,0.6871770135734415,4.019381523748645,5.523458920524919,5.117993812416755,3.0811118851557153,4.270695952029551,3.914021008090819,3.125563647726549,3.914021008090819,4.137164559405029,0.691153161953081,3.914021008090819])",1.0
F182,"['unit', 'stand', 'cost', 'million', 'leg', 'throughout', 'cultural', 'camera.', 'guess', 'argue', 'try', 'information', 'two', 'reflect.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,3192,3730,4377,4490,4693,4728,5850,5948,6290,6335,6886,7281,7936,8190,8338,8634,8651,8660,9233],[0.691153161953081,3.914021008090819,4.607168188650764,2.60568818844064,4.019381523748645,3.914021008090819,3.7316994512968646,0.691153161953081,4.42484663185681,4.137164559405029,4.607168188650764,3.4440173788450834,0.6753425559264385,0.691153161953081,4.019381523748645,0.691153161953081,5.117993812416755,4.830311739964974,3.577548771469606,3.8187108282864943])",0.0
F036,"['dark', 'mention', 'must', 'government', 'start.', 'senior', 'consider', 'affect', 'win', 'summer', 'adult', 'rather.', 'first', 'professor', 'energy', 'rise', 'back.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[72,312,503,697,1023,1256,1661,2110,2259,2398,2543,2907,4144,4816,5850,6055,6403,7281,7860,7936,8049,8307,8338,9481],[4.019381523748645,3.8187108282864943,0.691153161953081,4.42484663185681,5.117993812416755,3.125563647726549,5.523458920524919,4.607168188650764,2.7826188965997183,4.137164559405029,3.5085558999826545,4.42484663185681,4.607168188650764,3.3262343431887,0.691153161953081,3.914021008090819,4.019381523748645,0.6753425559264385,2.958509563063383,0.691153161953081,5.523458920524919,4.830311739964974,0.691153161953081,3.914021008090819])",0.0
F068,"['yard', 'live', 'dog.', 'bed', 'tree', 'always', 'ok', 'particular.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[424,493,503,1122,2645,3892,5850,5871,6747,7281,7936,8338,8633,9011,9497],[4.42484663185681,4.607168188650764,0.691153161953081,4.607168188650764,3.7316994512968646,2.5530444549552183,0.691153161953081,4.830311739964974,2.5530444549552183,0.6753425559264385,0.691153161953081,0.691153161953081,5.523458920524919,4.270695952029551,4.42484663185681])",0.0
R015,"['major', 'notice', 'go', 'conference', 'half', 'tough', 'red', 'dog.', 'option', 'billion', 'beat', 'suddenly', 'anything', 'east.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[52,258,1058,1122,1167,1525,1780,2114,2569,3556,3614,4506,4687,5447,5657,6451,8581,9462,9613],[4.137164559405029,3.914021008090819,4.137164559405029,4.607168188650764,5.523458920524919,3.914021008090819,3.8187108282864943,4.270695952029551,4.019381523748645,2.849310271098391,0.6832166123573445,0.691153161953081,0.6871770135734415,3.3262343431887,4.42484663185681,3.8187108282864943,4.137164559405029,0.691153161953081,3.7316994512968646])",1.0
R147,"['top', 'later', 'material', 'buy.', 'grow', 'hour', 'sure', 'hand', 'example', 'minute.', 'decision', 'listen', 'provide.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[429,526,527,533,560,821,1821,2059,2193,2404,3231,3423,3614,4506,4687,5328,7175,9462,9606],[4.019381523748645,4.830311739964974,4.42484663185681,4.607168188650764,4.607168188650764,2.849310271098391,3.6516567436233283,2.6330871626287546,4.019381523748645,4.42484663185681,3.914021008090819,4.607168188650764,0.6832166123573445,0.691153161953081,0.6871770135734415,3.2721671219184243,5.117993812416755,0.691153161953081,4.607168188650764])",1.0
F198,"['new', 'rate', 'also', 'kitchen.', 'simple', 'skill', 'whatever', 'moment.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[253,503,585,1951,2259,2913,3792,4096,5850,7281,7695,7936,8338,9813,9968],[4.019381523748645,0.691153161953081,3.8187108282864943,5.117993812416755,2.7826188965997183,3.577548771469606,3.577548771469606,5.117993812416755,0.691153161953081,0.6753425559264385,3.914021008090819,0.691153161953081,0.691153161953081,2.997730276216664,4.830311739964974])",0.0
R081,"['soldier', 'address', 'whose', 'news.', 'professor', 'list', 'former', 'today', 'huge.', 'significant', 'save', 'democrat', 'north', 'american', 'single.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[821,1195,1778,2059,2543,3489,3614,4141,4160,4454,4506,4520,4687,5234,5321,7652,8552,8728,9462,9539,9806],[2.849310271098391,4.019381523748645,4.137164559405029,2.6330871626287546,3.5085558999826545,4.830311739964974,0.6832166123573445,4.270695952029551,4.270695952029551,4.137164559405029,0.691153161953081,4.137164559405029,0.6871770135734415,5.117993812416755,3.8187108282864943,4.42484663185681,3.914021008090819,3.6516567436233283,0.691153161953081,4.137164559405029,4.270695952029551])",1.0
F050,"['sometimes', 'move', 'someone', 'anyone.', 'education', 'rock', 'general.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,574,650,3671,5530,5850,5869,5931,6282,7281,7936,8338,9543],[0.691153161953081,4.607168188650764,2.958509563063383,4.019381523748645,4.270695952029551,0.691153161953081,4.137164559405029,5.523458920524919,4.137164559405029,0.6753425559264385,0.691153161953081,0.691153161953081,4.607168188650764])",0.0
F162,"['outside', 'crime', 'clear', 'five.', 'student', 'science', 'green', 'easy.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[503,551,731,1611,1776,3363,3486,3536,4175,4921,5850,7281,7936,8338,8568],[0.691153161953081,4.019381523748645,4.019381523748645,3.8187108282864943,5.523458920524919,4.270695952029551,2.849310271098391,4.270695952029551,4.607168188650764,2.849310271098391,0.691153161953081,0.6753425559264385,0.691153161953081,0.691153161953081,3.8187108282864943])",0.0
R028,"['name', 'yes', 'car.', 'sound', 'avoid', 'everything', 'study', 'community', 'speak', 'need.', 'sign', 'husband', 'again.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[15,1020,1388,1898,2227,3614,4224,4506,4687,4732,5044,6166,6544,6756,7208,8174,8290,9156,9462],[4.137164559405029,2.5277266469709283,4.137164559405029,4.42484663185681,2.7200985396183848,0.6832166123573445,4.830311739964974,0.691153161953081,0.6871770135734415,4.137164559405029,4.42484663185681,4.607168188650764,4.830311739964974,3.577548771469606,4.270695952029551,4.019381523748645,4.607168188650764,4.42484663185681,0.691153161953081])",1.0
R195,"['despite', 'fear', 'significant', 'recent', 'no.', 'develop', 'say', 'rich.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[1241,1301,2470,3614,4506,4687,4991,5432,5442,5591,5862,8552,9462,9513],[4.019381523748645,3.914021008090819,5.523458920524919,0.6832166123573445,0.691153161953081,0.6871770135734415,2.6902455764687034,2.6902455764687034,4.830311739964974,4.270695952029551,4.019381523748645,3.914021008090819,0.691153161953081,4.137164559405029])",1.0
F116,"['wall', 'result', 'bank', 'concern', 'deep', 'purpose', 'american', 'man.', 'sense', 'song', 'compare', 'top', 'course', 'field.', 'worker', 'despite', 'reach.', 'reduce', 'final', 'surface', 'pull', 'tonight.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[399,503,650,1301,1653,1762,1968,2676,3132,3652,4046,5328,5447,5850,6404,6597,7281,7350,7652,7936,8089,8159,8338,8982,9184,9246,9472],[4.42484663185681,0.691153161953081,2.958509563063383,3.914021008090819,4.607168188650764,3.914021008090819,4.019381523748645,3.6516567436233283,4.830311739964974,3.8187108282864943,5.523458920524919,3.2721671219184243,3.3262343431887,0.691153161953081,4.019381523748645,4.019381523748645,1.350685111852877,3.914021008090819,4.42484663185681,0.691153161953081,4.42484663185681,3.577548771469606,0.691153161953081,3.914021008090819,5.117993812416755,4.607168188650764,5.523458920524919])",0.0
R018,"['seat', 'reduce', 'environmental.', 'current', 'full', 'measure', 'election.', 'threat', 'strategy', 'realize', 'professional.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[47,528,1582,2291,3556,3614,4506,4687,7066,7691,8070,8159,8897,9189,9216,9462],[4.137164559405029,4.019381523748645,4.42484663185681,4.42484663185681,2.849310271098391,0.6832166123573445,0.691153161953081,0.6871770135734415,2.849310271098391,4.830311739964974,4.137164559405029,3.577548771469606,3.914021008090819,4.270695952029551,4.830311739964974,0.691153161953081])",1.0
F073,"['paper', 'candidate', 'close', 'series', 'yet', 'half.', 'walk', 'include', 'financial', 'across', 'often', 'open', 'degree.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[7,503,2066,2953,3497,4037,4062,4358,4463,4928,5783,5850,6142,7074,7281,7407,7936,8338,8690,9876],[4.42484663185681,0.691153161953081,2.7508701982851385,4.270695952029551,4.137164559405029,3.7316994512968646,4.607168188650764,4.607168188650764,4.137164559405029,4.42484663185681,3.914021008090819,0.691153161953081,4.270695952029551,3.5085558999826545,0.6753425559264385,4.607168188650764,0.691153161953081,0.691153161953081,4.830311739964974,2.7508701982851385])",0.0
F059,"['instead', 'culture', 'case', 'staff', 'administration.', 'ability', 'project', 'house.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[503,1256,2230,3681,3684,3756,4527,5850,6224,6342,7281,7860,7936,8338,8645],[0.691153161953081,3.125563647726549,4.270695952029551,4.019381523748645,3.7316994512968646,4.607168188650764,4.270695952029551,0.691153161953081,4.270695952029551,4.137164559405029,0.6753425559264385,2.958509563063383,0.691153161953081,0.691153161953081,3.7316994512968646])",0.0
R078,"['production', 'wife.', 'fire', 'process.', 'red', 'area', 'clear', 'full', 'sense', 'effect.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[52,1611,1890,3614,4506,4687,4991,5191,5399,5432,5447,5649,8077,8353,8897,9462],[4.137164559405029,3.8187108282864943,5.117993812416755,0.6832166123573445,0.691153161953081,0.6871770135734415,2.6902455764687034,4.42484663185681,5.117993812416755,2.6902455764687034,3.3262343431887,3.7316994512968646,5.117993812416755,4.019381523748645,3.914021008090819,0.691153161953081])",1.0
